REF,PTT,D_DATE,LQ,LAT,LON,ALT_LAT,ALT_LON,N_MESS,N_MESS_120,BEST_LEVEL,PASS_DUR,FREQ,V_MASK,ALT,EST_SPEED,KM_FROM_HOME,IQ,NOPS,DELETED,ACTUAL_PTT,ERROR_RADIUS,SEMI_MAJOR_AXIS,SEMI_MINOR_AXIS,ELLIPSE_ORIENTATION,HDOP,SATELLITE,DIAG_ID
ct151-367-BAT3-15,158375,1/13/2020,-2,36.48218,-122.153,36.48218,-122.153,2,0,-137,82,401677825.7,0,,1.08,72.317,6,3,,158375,5567,37928,817,93,11026,NN,137598295
ct151-367-BAT3-15,158375,1/13/2020,-2,36.48218,-122.20689,36.48218,-122.20689,2,0,-131,38,401677827.1,20,,,,6,3,,158375,4450,15569,1271,80,5952,MC,137598296
ct151-367-BAT3-15,158375,1/13/2020,0,36.75424,-122.2554,36.75424,-122.2554,4,0,-132,165,401677791.6,0,,0.95,40.828,58,3,,158375,4367,48499,393,106,2117,NK,137598297
ct151-367-BAT3-15,158375,1/14/2020,-2,37.03506,-122.02776,37.03506,-122.02776,1,0,-138,0,401677870.1,0,,1.93,28.398,8,3,,158375,13069,16412,10407,74,8900,NP,137598298
ct151-367-BAT3-15,158375,1/14/2020,-2,37.0099,-122.24114,37.0099,-122.24114,2,0,-130,84,401677794.9,20,,,,8,3,,158375,7318,71635,747,91,6744,MA,137598299
ct151-367-BAT3-15,158375,1/14/2020,-1,37.0726,-122.3805,37.0726,-122.3805,3,0,-124,78,401677825.9,20,,,,7,3,,158375,2222,13206,373,117,2196,MA,137598300
ct151-367-BAT3-15,158375,1/14/2020,-2,37.10193,-122.41381,37.10193,-122.41381,2,0,-124,82,401677803.6,20,,,,6,3,,158375,1663,3714,744,68,1820,MC,137598301
ct151-367-BAT3-15,158375,1/14/2020,-1,37.12849,-122.43073,37.12849,-122.43073,3,0,-129,84,401677796.3,0,,2.01,8.961,6,3,,158375,2117,6893,650,71,1949,NN,137598302
ct151-367-BAT3-15,158375,1/14/2020,-2,37.41808,-122.67933,37.41808,-122.67933,1,0,-140,0,401677807.7,0,,1.2,45.639,8,3,,158375,13762,18052,10491,84,9005,NP,137598303
ct151-367-BAT3-15,158375,1/15/2020,2,37.11779,-122.33311,37.11779,-122.33311,4,0,-127,260,401677749.2,0,,0.6,0.273,58,3,,158375,366,490,273,16,395,SR,137598304
ct151-367-BAT3-15,158375,1/15/2020,-2,37.11292,-122.32841,37.11292,-122.32841,2,0,-127,165,401677747.9,0,,0.02,0.413,0,3,,158375,4915,114810,210,81,6302,NN,137598305
ct151-367-BAT3-15,158375,1/16/2020,3,37.1201,-122.33559,37.1201,-122.33559,4,0,-132,246,401677751.5,0,,0.02,0.611,58,3,,158375,226,672,75,116,544,NP,137598306
ct151-367-BAT3-15,158375,1/16/2020,3,37.11815,-122.33604,37.11815,-122.33604,7,1,-116,479,401677771.6,0,,0.02,0.507,60,3,,158375,128,409,39,89,214,MA,137598307
ct151-367-BAT3-15,158375,1/16/2020,3,37.11854,-122.33656,37.11854,-122.33656,6,0,-121,387,401677775.5,0,,0.02,0.569,58,3,,158375,138,457,41,86,259,MC,137598308
ct151-367-BAT3-15,158375,1/17/2020,3,37.11675,-122.34076,37.11675,-122.34076,4,1,-116,240,401677760.8,0,,0.01,0.871,50,3,,158375,211,1022,43,79,462,SR,137654398
ct151-367-BAT3-15,158375,1/17/2020,3,37.11555,-122.34066,37.11555,-122.34066,4,2,-118,249,401677723.2,0,,0.06,0.859,68,2,,158375,178,273,115,161,411,MA,137676461
ct151-367-BAT3-15,158375,1/18/2020,-2,37.15316,-122.3439,37.15316,-122.3439,2,0,-120,79,401677726.3,0,,1.11,4.292,8,3,,158375,1013,6486,158,166,2844,MA,137730206
ct151-367-BAT3-15,158375,1/18/2020,3,37.11814,-122.33914,37.11814,-122.33914,5,2,-115,338,401677759.5,0,,1.06,0.761,55,3,,158375,181,244,133,56,235,MC,137730207
ct151-367-BAT3-15,158375,1/18/2020,1,37.12857,-122.38681,37.12857,-122.38681,6,0,-124,397,401677767.4,20,,,,58,3,,158375,1327,65437,26,101,2832,NP,137766806
ct151-367-BAT3-15,158375,1/18/2020,3,37.11443,-122.33815,37.11443,-122.33815,4,0,-126,319,401677766.8,0,,0.34,0.659,56,2,,158375,220,336,143,18,518,NK,137766807
ct151-367-BAT3-15,158375,1/18/2020,2,37.11887,-122.34098,37.11887,-122.34098,4,0,-127,239,401677768.4,0,,0.34,0.942,66,3,,158375,251,866,72,114,624,SR,137766808
ct151-367-BAT3-15,158375,1/19/2020,3,37.1175,-122.33852,37.1175,-122.33852,5,0,-124,398,401677778.6,0,,0.11,0.687,50,3,,158375,198,649,60,82,263,NN,137845806
ct151-367-BAT3-15,158375,1/19/2020,3,37.11827,-122.33681,37.11827,-122.33681,5,0,-126,422,401677778.2,0,,0.15,0.574,56,3,,158375,180,440,73,112,282,MA,137845807
ct151-367-BAT3-15,158375,1/19/2020,-2,37.10887,-122.30728,37.10887,-122.30728,2,0,-138,251,401677797.3,0,,0.07,2.25,8,3,,158375,2278,44339,117,124,6088,NP,137874488
ct151-367-BAT3-15,158375,1/19/2020,1,37.12199,-122.36746,37.12199,-122.36746,4,0,-123,262,401677798.9,20,,,,56,3,,158375,733,10472,51,102,1125,NK,137874489
ct151-367-BAT3-15,158375,1/20/2020,2,37.1172,-122.33163,37.1172,-122.33163,9,0,-125,663,401677761,0,,1.71,0.144,58,2,,158375,273,1931,38,79,379,NP,137931848
ct151-367-BAT3-15,158375,1/20/2020,-2,37.11688,-122.33324,37.11688,-122.33324,2,0,-135,80,401677760.4,0,,1.68,0.221,6,2,,158375,354,976,128,82,589,NK,137931847
ct151-367-BAT3-15,158375,1/21/2020,3,37.11544,-122.33339,37.11544,-122.33339,6,0,-123,428,401677769.4,0,,0.01,0.221,50,3,,158375,141,452,43,78,232,NK,138037045
ct151-367-BAT3-15,158375,1/21/2020,3,37.11699,-122.32867,37.11699,-122.32867,8,0,-124,579,401677771.6,0,,1.81,0.235,50,3,,158375,146,253,83,92,170,NN,138081118
ct151-367-BAT3-15,158375,1/21/2020,-2,37.1157,-122.32932,37.1157,-122.32932,2,0,-121,84,401677772.3,0,,1.89,0.153,6,3,,158375,238,371,152,99,342,MA,138081117
ct151-367-BAT3-15,158375,1/21/2020,3,37.11785,-122.33068,37.11785,-122.33068,6,2,-118,428,401677765.1,0,,0.09,0.208,56,3,,158375,125,178,87,100,190,MC,138081119
ct151-367-BAT3-15,158375,1/22/2020,3,37.11613,-122.32986,37.11613,-122.32986,5,0,-126,320,401677798.6,0,,0.01,0.102,68,3,,158375,162,588,44,114,310,SR,138139623
ct151-367-BAT3-15,158375,1/22/2020,3,37.11496,-122.33087,37.11496,-122.33087,4,0,-126,234,401677766.2,0,,0.01,0.116,68,3,,158375,179,281,114,40,386,NP,138172878
ct151-367-BAT3-15,158375,1/22/2020,3,37.1171,-122.33164,37.1171,-122.33164,5,0,-120,331,401677739.5,0,,0.12,0.135,68,3,,158375,177,544,57,123,407,MA,138202595
ct151-367-BAT3-15,158375,1/22/2020,2,37.11814,-122.33033,37.11814,-122.33033,5,0,-127,342,401677741,0,,0.11,0.245,56,3,,158375,281,1098,72,115,497,NN,138202596
ct151-367-BAT3-15,158375,1/23/2020,3,37.11717,-122.33159,37.11717,-122.33159,4,0,-130,339,401677778.8,0,,0.13,0.14,58,3,,158375,156,554,43,92,332,NN,138263365
ct151-367-BAT3-15,158375,1/23/2020,3,37.1167,-122.32986,37.1167,-122.32986,4,0,-125,262,401677779.6,0,,0.25,0.127,66,3,,158375,151,276,82,109,315,MC,138263366
ct151-367-BAT3-15,158375,1/23/2020,-2,37.11407,-122.30394,37.11407,-122.30394,1,0,-138,0,401677756.1,-1,,,2.412,8,3,,158375,3307,3935,2778,92,9348,NP,138286923
ct151-367-BAT3-15,158375,1/23/2020,-2,37.03996,-122.2295,37.03996,-122.2295,1,0,-136,0,401677796.5,-1,,,12.366,8,3,,158375,3516,5140,2405,67,9942,MB,138300313
ct151-227-BAT3-12,158527,6/6/2019,3,37.11668,-122.33569,38.38044,-116.24626,4,0,-131,308,401677365.5,0,,0.02,0.424,60,2,,158527,210,802,55,80,498,NP,115002078
ct151-227-BAT3-12,158527,6/6/2019,3,37.11528,-122.33883,37.11528,-122.33883,8,1,-119,560,401677372.6,0,,2.17,0.699,58,3,,158527,200,1705,23,77,488,NN,115009342
ct151-227-BAT3-12,158527,6/6/2019,3,37.11746,-122.33367,37.11746,-122.33367,5,1,-116,400,401677372.5,0,,3.01,0.288,56,2,,158527,135,174,105,64,255,MC,115009343
ct151-227-BAT3-12,158527,6/6/2019,3,37.1175,-122.33291,37.1175,-122.33291,4,0,-134,240,401677372.9,0,,0.85,0.238,56,3,,158527,181,187,175,135,358,SR,115009341
ct151-227-BAT3-12,158527,6/6/2019,3,37.11721,-122.33464,37.11721,-122.33464,5,1,-119,320,401677341.3,0,,0.01,0.351,50,3,,158527,217,1595,29,100,540,MA,115048282
ct151-227-BAT3-12,158527,6/7/2019,2,37.12132,-122.33245,37.12132,-122.33245,6,0,-121,400,401677345.5,0,,0.04,0.606,58,2,,158527,295,1107,78,69,291,NP,115081000
ct151-227-BAT3-12,158527,6/7/2019,-2,37.12862,-122.32812,37.12862,-122.32812,1,0,-125,0,401677373.5,0,,0.09,1.428,8,3,,158527,8661,10989,6825,90,6603,MA,115113408
ct151-227-BAT3-12,158527,6/7/2019,-2,37.12381,-122.32999,37.12381,-122.32999,1,0,-133,0,401677370.4,0,,0.07,0.874,8,3,,158527,7590,12905,4463,99,6470,MB,115116878
ct151-227-BAT3-12,158527,6/8/2019,-2,37.11512,-122.33208,37.11512,-122.33208,1,0,-136,0,401677363.8,0,,-1,0.145,0,3,,158527,173,257,116,139,366,SR,115412341
ct151-227-BAT3-12,158527,6/8/2019,3,37.1151,-122.33218,37.1151,-122.33218,4,0,-132,400,401677364.1,0,,-1,0.145,50,3,,158527,174,259,116,140,365,NP,115412342
ct151-227-BAT3-12,158527,6/8/2019,3,37.11927,-122.33308,37.11927,-122.33308,5,0,-127,400,401677396.1,0,,0.02,0.408,68,3,,158527,249,405,153,4,639,MC,115412343
ct151-227-BAT3-12,158527,6/8/2019,3,37.11864,-122.34212,37.11864,-122.34212,7,0,-124,480,401677355,0,,0.2,1.03,58,3,,158527,146,171,124,132,243,NN,115412344
ct151-227-BAT3-12,158527,6/8/2019,3,37.12222,-122.34042,37.12222,-122.34042,6,0,-125,400,401677355.6,0,,0.33,1.086,56,3,,158527,149,378,58,84,310,NK,115412345
ct151-227-BAT3-12,158527,6/8/2019,-1,37.18637,-122.36322,37.18637,-122.36322,3,0,-129,734,401677412.4,0,,0.96,8.339,8,3,,158527,1064,9594,117,133,2992,NP,115412346
ct151-227-BAT3-12,158527,6/9/2019,-2,37.1935,-122.36921,37.1935,-122.36921,1,0,-128,0,401677426.1,20,,,,8,3,,158527,3031,4200,2187,118,5632,NK,115412347
ct151-227-BAT3-12,158527,6/9/2019,-2,37.28693,-122.41025,37.28693,-122.41025,2,0,-129,39,401677401,20,,,,6,3,,158527,7016,11255,4373,96,5085,SR,115412348
ct151-227-BAT3-12,158527,6/9/2019,-2,37.32933,-122.51295,37.32933,-122.51295,2,0,-123,41,401677446.4,0,,2.1,28.706,6,3,,158527,9536,12150,7484,31,3762,MC,115412349
ct151-227-BAT3-12,158527,6/9/2019,-2,37.33751,-122.50902,37.33751,-122.50902,1,0,-127,0,401677421.5,20,,,,6,3,,158527,7459,8455,6580,47,4162,NN,115412350
ct151-227-BAT3-12,158527,6/9/2019,-2,37.41411,-122.58345,37.41411,-122.58345,2,0,-120,40,401677412.6,20,,,,8,3,,158527,6659,15209,2915,49,3826,MA,115412351
ct151-227-BAT3-12,158527,6/9/2019,-2,37.43097,-122.52814,37.43097,-122.52814,2,0,-136,40,401677399.2,20,,,,8,3,,158527,5587,11512,2710,75,3525,SR,115412352
ct151-227-BAT3-12,158527,6/9/2019,-2,37.45938,-122.53237,37.45938,-122.53237,2,0,-126,41,401677411.3,20,,,,8,3,,158527,7253,13147,4000,88,3600,MC,115412353
ct151-227-BAT3-12,158527,6/9/2019,-2,37.49376,-122.55019,37.49376,-122.55019,2,0,-126,78,401677418.1,0,,1.84,46.314,6,3,,158527,1122,5176,243,74,3162,NN,115412354
ct151-227-BAT3-12,158527,6/9/2019,-2,37.68606,-122.75827,37.68606,-122.75827,2,0,-124,39,401677438.2,0,,1.72,73.854,8,3,,158527,6518,19044,2230,121,4344,SR,115412355
ct151-227-BAT3-12,158527,6/9/2019,-2,37.75777,-122.8774,37.75777,-122.8774,2,0,-121,40,401677391.3,0,,1.97,86.232,8,3,,158527,1660,8573,321,130,2593,NP,115412356
ct151-227-BAT3-12,158527,6/9/2019,-1,37.75727,-122.87615,37.75727,-122.87615,3,0,-124,80,401677413.4,20,,,,6,3,,158527,319,491,206,107,841,SR,115412357
ct151-227-BAT3-12,158527,6/9/2019,-2,37.8873,-123.02829,37.8873,-123.02829,2,1,-119,40,401677412.7,0,,1.53,105.657,8,3,,158527,1041,2751,394,29,2932,MC,115412358
ct151-227-BAT3-12,158527,6/9/2019,-2,37.91082,-123.05268,37.91082,-123.05268,1,0,-129,0,401677413.1,0,,1.56,109.035,8,3,,158527,1260,1739,913,41,3553,MB,115412359
ct151-227-BAT3-12,158527,6/9/2019,-1,37.89428,-123.06164,37.89428,-123.06164,3,0,-122,80,401677377.9,0,,2.13,108.021,6,3,,158527,532,1131,250,30,909,MA,115412360
ct151-227-BAT3-12,158527,6/9/2019,-2,37.94075,-123.04216,37.94075,-123.04216,2,0,-120,41,401677406.4,0,,1.75,111.221,6,3,,158527,7024,8101,6089,103,2303,MC,115412361
ct151-227-BAT3-12,158527,6/9/2019,-2,38.10607,-123.10972,38.10607,-123.10972,2,0,-129,41,401677449.1,20,,,,0,3,,158527,9733,14337,6607,139,2901,NN,115412362
ct151-227-BAT3-12,158527,6/9/2019,-2,38.06035,-123.0416,38.06035,-123.0416,2,0,-130,40,401677417.7,20,,,,7,3,,158527,18955,42742,8406,130,4036,MB,115412363
ct151-227-BAT3-12,158527,6/9/2019,-1,38.05473,-123.1418,38.05473,-123.1418,3,0,-131,79,401677428,0,,1.39,126.628,8,3,,158527,22814,97447,5341,94,4814,NP,115412364
ct151-227-BAT3-12,158527,6/10/2019,-2,38.15523,-123.16703,38.15523,-123.16703,2,0,-132,41,401677417.1,0,,1.97,137.164,8,3,,158527,18889,44268,8060,66,4221,NP,115431150
ct151-227-BAT3-12,158527,6/10/2019,-2,38.2871,-123.19189,38.2871,-123.19189,1,0,-134,0,401677418.4,20,,,,8,3,,158527,22594,36970,13808,66,6183,MB,115450644
ct151-227-BAT3-12,158527,6/10/2019,-1,38.29792,-123.19677,38.29792,-123.19677,3,0,-128,78,401677410.2,20,,,,0,3,,158527,1559,4840,502,113,4219,NK,115450645
ct151-227-BAT3-12,158527,6/10/2019,0,38.30561,-123.21383,38.30561,-123.21383,4,0,-126,118,401677413.1,0,,1.66,153.557,56,3,,158527,1611,2840,913,51,1695,NN,115450646
ct151-227-BAT3-12,158527,6/10/2019,-2,38.26806,-123.24487,38.26806,-123.24487,2,0,-137,41,401677409.2,20,,,,6,3,,158527,2395,5984,958,53,3824,SR,115450647
ct151-227-BAT3-12,158527,6/10/2019,-1,38.31182,-123.23225,38.31182,-123.23225,3,0,-120,81,401677408.7,0,,0.87,154.976,6,3,,158527,1596,8479,300,99,1928,MA,115450648
ct151-227-BAT3-12,158527,6/10/2019,-2,38.3286,-123.23113,38.3286,-123.23113,2,0,-126,41,401677420.7,0,,0.37,156.529,8,3,,158527,2211,5195,940,65,3285,NN,115450649
ct151-227-BAT3-12,158527,6/10/2019,1,38.33791,-123.2365,38.33791,-123.2365,4,0,-122,121,401677417.6,20,,,,56,3,,158527,1125,4191,301,82,2472,MB,115450650
ct151-227-BAT3-12,158527,6/10/2019,-2,38.33789,-123.23673,38.33789,-123.23673,2,0,-127,40,401677425.7,0,,0.67,157.668,8,2,,158527,1286,2308,716,74,3624,MC,115450651
ct151-227-BAT3-12,158527,6/10/2019,-2,38.58239,-123.26324,38.58239,-123.26324,2,0,-127,78,401677406.6,0,,1.47,182.644,8,3,,158527,2206,25703,189,92,6234,SR,115473303
ct151-227-BAT3-12,158527,6/10/2019,-1,38.57376,-123.29285,38.57376,-123.29285,3,0,-135,79,401677416.9,0,,1.76,182.976,6,3,,158527,9610,53388,1729,93,6383,NP,115473304
ct151-227-BAT3-12,158527,6/10/2019,-2,38.63142,-123.35302,38.63142,-123.35302,1,0,-138,0,401677372.1,0,,1.94,191.104,8,2,,158527,14710,38853,5568,95,6896,SR,115476482
ct151-227-BAT3-12,158527,6/10/2019,-1,38.67813,-123.52386,38.67813,-123.52386,3,0,-126,79,401677439.9,20,,,,5,3,,158527,11318,58195,2201,82,4635,MA,115486092
ct151-227-BAT3-12,158527,6/10/2019,-1,38.74397,-123.79368,38.74397,-123.79368,3,0,-122,81,401677420.5,20,,,,8,3,,158527,5950,19925,1776,125,3962,MC,115486093
ct151-227-BAT3-12,158527,6/10/2019,-2,38.82492,-124.08265,38.82492,-124.08265,2,0,-129,40,401677390.1,0,,1.78,244.563,8,3,,158527,3441,15665,755,88,4638,NP,115502162
ct151-227-BAT3-12,158527,6/11/2019,-1,38.81758,-124.17158,38.81758,-124.17158,3,0,-120,78,401677400.1,0,,1.3,248.923,8,3,,158527,630,2637,150,115,1094,NP,115538965
ct151-227-BAT3-12,158527,6/11/2019,-1,38.85649,-124.33609,38.85649,-124.33609,3,1,-119,81,401677410.2,0,,1.47,261.681,8,3,,158527,1672,6932,403,53,3877,MC,115559006
ct151-227-BAT3-12,158527,6/11/2019,-1,38.87042,-124.3562,38.87042,-124.3562,3,0,-131,80,401677417,0,,1.75,264.003,6,3,,158527,1203,2734,529,36,2887,NK,115559008
ct151-227-BAT3-12,158527,6/11/2019,-2,38.83586,-124.37599,38.83586,-124.37599,2,0,-125,119,401677428.8,20,,,,6,3,,158527,1315,5524,313,100,3612,MB,115559007
ct151-227-BAT3-12,158527,6/11/2019,-2,38.85725,-124.43892,38.85725,-124.43892,1,0,-132,0,401677415.9,0,,1.34,267.887,8,3,,158527,2212,4571,1070,99,4702,MC,115559009
ct151-227-BAT3-12,158527,6/11/2019,-2,39.00683,-124.96417,39.00683,-124.96417,1,0,-131,0,401677431.2,20,,,,8,3,,158527,4919,11359,2129,89,10444,NP,115601946
ct151-227-BAT3-12,158527,6/11/2019,0,38.89494,-124.77504,38.89494,-124.77504,4,0,-133,120,401677394.2,0,,1.19,291.817,56,3,,158527,8405,51093,1382,51,4922,NN,115601947
ct151-227-BAT3-12,158527,6/11/2019,-1,38.92309,-124.82303,38.92309,-124.82303,3,0,-127,79,401677404.7,0,,1.46,297.004,8,3,,158527,3822,16768,871,68,4280,MC,115601948
ct151-227-BAT3-12,158527,6/11/2019,-2,38.93527,-124.84462,38.93527,-124.84462,1,0,-132,0,401677402.1,0,,1.5,299.301,6,3,,158527,3505,14843,827,71,6731,MB,115601949
ct151-227-BAT3-12,158527,6/11/2019,-1,38.9868,-124.84349,38.9868,-124.84349,3,2,-114,80,401677421.4,20,,,,6,3,,158527,3469,61116,196,90,4613,MA,115601950
ct151-227-BAT3-12,158527,6/11/2019,-2,39.04536,-124.89144,39.04536,-124.89144,2,0,-125,38,401677428.9,0,,1.41,310.554,8,3,,158527,3985,16543,959,101,5469,MA,115601951
ct151-227-BAT3-12,158527,6/12/2019,-2,39.1215,-125.15439,39.1215,-125.15439,2,0,-132,78,401677369.7,0,,1.52,333.1,8,3,,158527,3532,12157,1026,29,4671,NK,115662253
ct151-227-BAT3-12,158527,6/12/2019,-1,39.05112,-124.9582,39.05112,-124.9582,3,0,-121,118,401677393.3,20,,,,8,3,,158527,2759,90429,84,81,4195,NP,115662254
ct151-227-BAT3-12,158527,6/12/2019,-1,39.01935,-125.10557,39.01935,-125.10557,3,0,-120,80,401677413.2,0,,1.92,322.486,8,3,,158527,8997,157089,515,102,4131,SR,115662255
ct151-227-BAT3-12,158527,6/12/2019,-2,39.07391,-125.32187,39.07391,-125.32187,2,0,-124,39,401677419.4,0,,1.75,340.777,8,2,,158527,13325,33204,5347,75,4999,MC,115673194
ct151-227-BAT3-12,158527,6/12/2019,-2,39.14913,-125.74573,39.14913,-125.74573,1,0,-130,0,401677417.6,0,,1.44,374.943,8,3,,158527,17889,38712,8266,82,8220,SR,115694768
ct151-227-BAT3-12,158527,6/12/2019,-2,39.17116,-125.83098,39.17116,-125.83098,1,0,-130,0,401677412.4,0,,1.18,382.344,8,3,,158527,12199,70378,2114,89,20536,SR,115702077
ct151-227-BAT3-12,158527,6/12/2019,-2,39.24687,-125.87357,39.24687,-125.87357,3,0,-124,39,401677409.7,0,,1.25,390.268,8,3,,158527,1737,16548,182,78,4905,NK,115727975
ct151-227-BAT3-12,158527,6/12/2019,-2,39.27734,-125.97001,39.27734,-125.97001,1,0,-140,0,401677398.6,0,,1.45,398.982,8,3,,158527,2133,5193,876,78,6027,NK,115727976
ct151-227-BAT3-12,158527,6/12/2019,-2,39.36324,-126.23742,39.36324,-126.23742,1,0,-136,0,401677389.9,0,,1.31,423.286,8,3,,158527,3159,5462,1827,80,8931,NP,115735465
ct151-227-BAT3-12,158527,6/13/2019,-1,39.48522,-126.2244,39.48522,-126.2244,3,0,-123,82,401677421.9,0,,-1,429.285,0,3,,158527,2811,30453,259,85,2258,SR,115793091
ct151-227-BAT3-12,158527,6/13/2019,-1,39.48448,-126.21012,39.48448,-126.21012,3,0,-120,82,401677408.5,0,,-1,429.285,8,3,,158527,2282,25452,204,87,2804,NK,115793090
ct151-227-BAT3-12,158527,6/13/2019,-2,39.52802,-126.28682,39.52802,-126.28682,1,0,-133,0,401677407,0,,1.06,437.463,8,3,,158527,3711,7721,1783,87,4561,NK,115801016
ct151-227-BAT3-12,158527,6/13/2019,-2,39.50447,-126.21608,39.50447,-126.21608,2,0,-133,39,401677432.6,20,,,,6,3,,158527,5841,16125,2115,119,4943,SR,115801017
ct151-227-BAT3-12,158527,6/13/2019,-1,39.5434,-126.27565,39.5434,-126.27565,3,0,-123,83,401677415.8,0,,0.6,437.719,8,3,,158527,4069,35418,467,77,2969,NN,115801018
ct151-227-BAT3-12,158527,6/13/2019,-1,39.53597,-126.3146,39.53597,-126.3146,3,1,-117,83,401677413.2,20,,0.6,437.719,0,2,,158527,2334,12620,431,70,1515,MA,115801019
ct151-227-BAT3-12,158527,6/13/2019,-2,39.53438,-126.31839,39.53438,-126.31839,2,0,-133,36,401677432.3,0,,0.84,440.062,8,3,,158527,5531,11496,2660,80,4034,MC,115801020
ct151-227-BAT3-12,158527,6/13/2019,-2,39.66742,-126.69405,39.66742,-126.69405,2,0,-126,76,401677404.8,20,,1.55,474.846,8,3,,158527,3115,19338,501,118,6144,NP,115820805
ct151-227-BAT3-12,158527,6/13/2019,-1,39.63331,-126.63289,39.63331,-126.63289,3,0,-121,81,401677413.9,0,,0.72,468.373,6,3,,158527,685,4606,102,66,1912,SR,115836333
ct151-227-BAT3-12,158527,6/13/2019,-1,39.62897,-126.62584,39.62897,-126.62584,3,0,-128,76,401677407.3,0,,0.28,467.601,8,3,,158527,974,3725,254,65,2701,NK,115836334
ct151-227-BAT3-12,158527,6/13/2019,-1,39.61136,-126.62213,39.61136,-126.62213,3,0,-127,75,401677419,0,,1.62,466.209,8,3,,158527,2088,5377,810,79,4204,NK,115847984
ct151-227-BAT3-12,158527,6/13/2019,-2,39.72158,-126.68436,39.72158,-126.68436,2,0,-121,39,401677429.6,0,,2.16,477.688,8,3,,158527,5377,45340,637,96,6508,MC,115840215
ct151-227-BAT3-12,158527,6/13/2019,-1,39.75709,-126.77511,39.75709,-126.77511,3,0,-120,75,401677430.6,0,,1.22,486.299,8,3,,158527,1494,10013,222,131,2388,MC,115844062
ct151-227-BAT3-12,158527,6/13/2019,-1,39.86852,-126.84249,39.86852,-126.84249,3,0,-133,77,401677395.1,0,,0.96,498.268,8,3,,158527,1919,5282,696,131,3674,NP,115859910
ct151-227-BAT3-12,158527,6/14/2019,-2,39.83616,-126.88109,39.83616,-126.88109,2,0,-135,40,401677423.8,0,,0.57,498.801,7,3,,158527,12593,20748,7642,116,4866,NP,115879877
ct151-227-BAT3-12,158527,6/14/2019,-1,39.84494,-126.91364,39.84494,-126.91364,3,0,-124,110,401677436.8,0,,0.54,501.628,8,3,,158527,7945,147681,427,106,3102,SR,115918647
ct151-227-BAT3-12,158527,6/14/2019,1,39.84502,-126.91402,39.84502,-126.91402,4,0,-127,110,401677433,20,,,,56,3,,158527,604,2302,158,102,697,NK,115918648
ct151-227-BAT3-12,158527,6/14/2019,-2,39.85696,-126.94078,39.85696,-126.94078,1,0,-135,0,401677428.7,0,,1.08,504.293,8,3,,158527,1755,3944,780,104,4230,MA,115918649
ct151-227-BAT3-12,158527,6/14/2019,-1,39.85974,-126.95542,39.85974,-126.95542,3,0,-123,78,401677424.2,20,,,505.488,8,3,,158527,1906,18025,201,85,2931,NN,115918650
ct151-227-BAT3-12,158527,6/14/2019,-2,39.86891,-126.97534,39.86891,-126.97534,1,0,-125,0,401677425.8,0,,1.3,507.467,8,3,,158527,4042,10284,1588,85,3865,MC,115918651
ct151-227-BAT3-12,158527,6/14/2019,-2,40.1649,-127.3798,40.1649,-127.3798,2,0,-128,66,401677429.1,0,,1.09,554.718,8,3,,158527,5087,34157,757,82,7759,NK,115955365
ct151-227-BAT3-12,158527,6/14/2019,-2,40.16751,-127.71243,40.16751,-127.71243,2,0,-133,35,401677442.3,20,,,,8,3,,158527,12467,60848,2554,99,7289,NK,115976515
ct151-227-BAT3-12,158527,6/14/2019,-2,40.16751,-127.71243,40.16751,-127.71243,2,0,-133,35,401677442.3,20,,,,8,3,,158527,12467,60848,2554,99,7289,NK,115976515
ct151-227-BAT3-12,158527,6/14/2019,-2,40.21462,-127.46661,40.21462,-127.46661,1,0,-129,0,401677385.7,0,,-1,563.943,8,3,,158527,4263,12701,1430,85,9443,NN,115976516
ct151-227-BAT3-12,158527,6/14/2019,-2,40.21462,-127.46661,40.21462,-127.46661,1,0,-129,0,401677385.7,0,,-1,563.943,8,3,,158527,4263,12701,1430,85,9443,NN,115976516
ct151-227-BAT3-12,158527,6/14/2019,-2,40.20828,-127.46738,40.20828,-127.46738,1,0,-124,0,401677426.1,0,,-1,563.581,6,3,,158527,4733,8723,2567,99,10474,MC,115976517
ct151-227-BAT3-12,158527,6/14/2019,-2,40.20828,-127.46738,40.20828,-127.46738,1,0,-124,0,401677426.1,0,,-1,563.581,6,3,,158527,4733,8723,2567,99,10474,MC,115976517
ct151-227-BAT3-12,158527,6/15/2019,-2,40.31754,-127.76448,40.31754,-127.76448,1,0,-127,0,401677423.6,0,,1.33,591.175,8,3,,158527,12776,33447,4880,83,10745,NK,116019018
ct151-227-BAT3-12,158527,6/15/2019,-1,40.41347,-127.75912,40.41347,-127.75912,3,0,-131,80,401677432.1,20,,,,8,3,,158527,6352,62687,643,109,9219,NK,116036715
ct151-227-BAT3-12,158527,6/15/2019,-2,40.42658,-127.78769,40.42658,-127.78769,1,0,-134,0,401677423.5,20,,,,6,3,,158527,4621,21976,971,108,6707,MB,116036716
ct151-227-BAT3-12,158527,6/15/2019,-1,40.51682,-127.81557,40.51682,-127.81557,3,0,-130,78,401677417.8,0,,0.79,607.733,8,3,,158527,17897,118412,2704,107,6791,MA,116036717
ct151-227-BAT3-12,158527,6/15/2019,-2,40.5167,-127.81674,40.5167,-127.81674,1,0,-137,0,401677413.3,0,,0.27,607.804,6,3,,158527,18368,90749,3717,107,6970,NN,116036718
