deployment_code,T1,T2,S1,S2,remove,Sremove,comment
ct29-W627-07,0,0.03,0,0.05,0,0,
ct29-W634-07,0,0,0,0,0,0,
ct3-9118-04,0,0,0,0,0,0,
ct3-9926-04,0,0,0,0.02,0,0,
ct3-9927-04,0,0,0,0.04,0,0,
ct3-9928-04,0,0,0,0.03,0,0,
ct3-9929-04,0,0,0,0,0,0,
ct3-9931-04,0,0,0,0.06,0,0,
ct3-9932-04,0,0,0,0.03,0,0,
ct3-9934-04,0,0,0,0.05,0,0,
ct3-9935-04,0,0,0,0,0,0,
ct3-9938-04,0,0,0,0,0,0,
ct30-S-07,0,0,0,0.08,0,0,
ct30-T-07,0,0,0,0,0,0,
ct30-X-07,0,0,0,0.05,0,0,
ct30-Y-07,0,0,0,0,0,0,
ct31-441-07,0,0,0,0,1,0,
ct31-441_rec-07,0,0,0,0,0,0,
ct31-448A-07,0,0,0,0,1,0,
ct31-448B-07,0,0,0,0,1,0,
ct31-448B_rec-07,0,0,0,0,0,0,
ct32-Fp36-07,0,0,0,0.02,0,0,
ct32-M171-07,0,0,0,0.07,0,0,
ct32-Mj98-07,0,0,0,0.15,0,0,
ct32x-F110-08,0,0,0,0.23,0,0,
ct32x-F115-08,0,0,0,0.4,0,0,
ct32x-F119-08,0,0,0,0.13,0,0,
ct32x-F147-08,0,0,0,0.09,0,0,
ct32x-F150-08,0,0,0,0.17,0,0,
ct32x-F154-08,0,0,0,0.12,0,0,
ct32x-F175-08,0,0,0,0.14,0,0,
ct32x-F180-08,0,0,0,0.11,0,0,
ct32x-F30-08,0,0,0,0.05,0,0,
ct32x-F40-08,0,0,0,0.05,0,0,
ct32x-F44-08,0,0,0,0.09,0,0,
ct32x-F93-08,0,0,0,0.21,0,0,
ct32x-M225-08,0,0,0,0.14,0,0,
ct32x-M34-08,0,0,0,0.12,0,0,
ct32x-M39-08,0,0,0,0.12,0,0,
ct32x-M42-08,0,0,0,0,0,0,
ct33-OO021-07,0,0,0,-0.13,0,0,
ct33-OO418-07,0,0,0,0.03,0,0,
ct33-PO043-07,0,0,0,0,0,0,
ct33-WW058-07,0,0,0,-0.04,0,0,
ct33-WW061-07,0,0,0.05,-0.15,0,0,
ct34-2440-08,0,0,0,0,1,0,
ct34-2442-08,0,-0.03,0,0.08,0,0,
ct34-2444-08,0,0,0.03,0.1,0,0,
ct34-2447-08,0,0,-0.05,0.14,0,0,
ct34-2449-08,0,0,-0.05,0.08,0,0,
ct34-2451-08,0,0,-0.08,0.04,0,0,
ct34-2453-08,0,0,0,0.09,0,0,
ct34-2455-08,0,0,-0.01,0.07,0,0,
ct34-2458-08,0,0,0.05,0.06,0,0,
ct34-2460-08,0,0,0,0.1,0,0,
ct34-2462-08,0,0,0,0.06,0,0,
ct34-2464-08,0,0,0,0.07,0,0,
ct34-2466-08,0,0,0,0.07,0,0,
ct34-2470-08,0,0,0.02,0.05,0,0,
ct34-2473-08,0,0,0,0.03,0,0,
ct34-2478-08,0,0,0.05,0.04,0,0,
ct34-2480-08,0,0,0,0.05,0,0,
ct34-2482-08,0,0,0,0.1,0,0,
ct34-2484-08,0,0,0,0,0,0,
ct34-2499-08,0,-0.03,0,0.15,0,0,
ct35-RR483-07,0,0,0,0.05,0,0,
ct35-YY070-07,0,0,0,0.05,0,0,
ct35-YY193a-07,0,0,0,0,0,0,
ct35-YY240-07,0,0,0,0.02,0,0,
ct35-YY264a-07,0,0,0,0.05,0,0,
ct35-YY348a-07,0,0,0,0.08,0,0,
ct35b-YY039-08,0,0,0,-0.04,0,0,
ct35b-YY193b-08,0,0,0,-0.04,0,0,
ct35b-YY264b-08,0,0,0,0.02,0,0,
ct35b-YY348b-08,0,0,0,0.02,0,0,
ct35x-GG380-08,0,0,0,0,0,1,
ct35x-PO225-08,0,0,0,0.1,0,0,
ct35x-WR029-08,0,0,0,-0.05,0,0,
ct35x-WW005-08,0,0,0,0.2,0,1,
ct36-A-09,0,-0.03,0.03,0.1,0,0,
ct36-B-09,0,0,-0.05,0,0,0,
ct36-C-09,0,0,0.05,0.05,0,0,
ct36-D-09,0,0,0.05,0.09,0,0,
ct36-E-09,0,0,0.05,0.1,0,0,
ct36-F-09,0,-0.02,0.07,0.07,0,0,
ct36-R1-09,0,0,0,0.03,0,0,
ct36-R2-09,0,0,0,0,1,0,
ct36-R3-09,0,0,0,0,1,0,
ct36-R4-09,0,-0.09,0.058,0.11,0,0,
ct37-590-08,0,0,0.05,0.05,0,0,
ct37-598-08,0,0,0.05,0.06,0,0,
ct37-617-08,0,0,0,0.08,0,0,
ct37-618-08,0,0,0.04,0.03,0,0,
ct37-619-08,0,0,0.02,0.04,0,0,
ct37-620-08,0,0,0.02,0.07,0,0,
ct37-621-08,0,0,0.05,0.08,0,0,
ct37-757-08,0,0,-0.02,-0.05,0,0,
ct37-762-08,0,0,0.05,-0.02,0,0,
ct37-765-08,0,0,-0.03,0.02,0,0,
ct37-780-08,0,0,0.08,0.03,0,0,
ct37-781-08,0,0,0,0,0,0,
ct38e-09-08,0,0,0,0.02,0,0,
ct38e-11-08,0,0,0.03,0.1,0,0,
ct38e-26-08,0,0,0,0,0,0,
ct38e-29-08,0,0,0,0.03,0,0,
ct38e-30-08,0,0,0.08,0.05,0,0,
ct38w-Daniella-08,0,0,0,0,0,0,
ct38w-Denise-08,0,0,0,0,0,0,
ct38w-Elodie-08,0,0,0,0,0,0,
ct38w-Mathilde-08,0,0,0,0,0,0,
ct38w-QueenEliz-08,0,0,0,0,0,0,
ct39-40-08,0,0,0.05,0.07,0,0,
ct39-41-08,0,0.03,-0.02,0.07,0,0,
ct39-42-08,0,-0.05,0,0.21,0,0,
ct39-43-08,0,-0.02,0,0.19,0,0,
ct39-44-08,0,0.05,0.03,0,0,0,
ct39-45-08,0,0,0.05,0.07,0,0,
ct39-46-08,0,0,0.03,0.11,0,0,
ct39-47-08,0,0,0.05,0.04,0,0,
ct39-48-08,0,0,0.08,0.06,0,0,
ct39-49-08,0,0,0,0,1,0,
ct4-9905-04,0,0,0,0,0,0,
ct4-9908-04,0,0,0,-0.01,0,0,
ct4-9915-04,0,0,0.2,0.2,0,0,
ct4-9921-04,0,0,-0.2,-0.29,0,1,
ct40-848-08,0,0,0,0.27,0,0,
ct40-853-08,0,0,0.02,0.12,0,0,
ct40-857-08,0,0,0,0.12,0,0,
ct40-861-08,0,0,0,0.1,0,0,
ct40-Bernt-08,0,0,0.1,0.05,0,0,
ct40-Bob-08,0,0,-0.05,0.2,0,0,
ct40-Boris-08,0,0,0,0.1,0,0,
ct40-Lily-08,0,0,0.03,0.16,0,0,
ct40-Rikk-08,0,0,0.1,0.08,0,0,
ct40-Sheila-08,0,0,0,0.05,0,0,
ct41-588-08,0,0,0,0.02,0,0,
ct41-756-08,0,0,0,0.05,0,0,
ct41-764-08,0,0,0,0.03,0,0,
ct41-794-08,0,0,0,0.05,0,0,
ct41-795-08,0,0,0,0.05,0,0,
ct42-WB057-08,0,0,0,0.08,0,0,
ct43-574-09,0,0,0,0.02,0,0,
ct43-582-09,0,0,0,0,0,0,
ct43-613-09,0,0,0,0,0,0,
ct43-858-09,0,0,0,0.1,0,0,
ct43-860-09,0,-0.1,0,0.2,0,0,
ct43-862-09,0,-0.15,0,0.15,0,0,
ct43-864-09,0,0.05,0,0.1,0,0,
ct43-865-09,0,0,0,0.03,0,0,
ct43-866-09,0,-0.05,0,0.15,0,0,
ct44-1-08,0,-0.1,0,-0.2,0,0,
ct44-2-08,0,0,0,0,0,0,
ct44-3-08,0,0,0,0,0,0,
ct44-4-08,0,0,0,0,0,0,
ct44-5-08,0,0,0,0,0,0,
ct44-6-08,0,0,0,0,0,0,
ct45-BradBingley-08,0,0,0,-0.09,0,0,
ct45-FannieMae-08,0,0,0,0.13,0,0,
ct45-Fortis-08,0,0,0,0.15,0,0,
ct45-FreddieMac-08,0,0,0,0,0,1,
ct45-HBOS-08,0,0,0,0.1,0,0,
ct45-Landsbanki-08,0,0,0,0.2,0,0,
ct45-LehmanBros-08,0,0,0,0,0,0,
ct45-NorthernRock-08,0,0,0,-0.18,0,0,
ct45-RBS-08,0,0,0,0.04,0,0,
ct45-WashMutual-08,0,0,0,0.08,0,0,
ct46-69040-09,0,0,0.03,0.17,0,0,
ct46-69041-09,0,0,0.03,0.1,0,0,
ct46-69042-09,0,0,0,0.1,0,0,
ct46-69043-09,0,0,0,0.1,0,0,
ct46-69044-09,0,0,0,0.05,0,0,
ct46-69045-09,0,0,0,0.12,0,0,
ct46-69046-09,0,0,0.04,0.06,0,0,
ct46-69047-09,0,0,0.05,0,0,0,
ct46-69048-09,0,0,0.1,0.07,0,0,
ct46-69049-09,0,-0.02,0.1,0.14,0,0,
ct47-A-09,0,0,0,0,0,0,
ct47-B-09,0,0,0,0,0,0,
ct47-C-09,0,0,0,0,0,0,
ct47-D-09,0,0,0,0,0,0,
ct47-E-09,0,0,0,0,0,0,
ct47-F-09,0,0,0,0,0,0,
ct47-G-09,0,0,0,0,0,0,
ct47-I-09,0,0,0,0,0,0,
ct48-021-09,0,0,0,0.1,0,0,
ct48-032-09,0,0,0.05,0.05,0,0,
ct48-041-09,0,0,0.02,0.11,0,0,
ct48-047-09,0,0,0,-0.04,0,0,
ct48-050-09,0,0,0.03,0.13,0,0,
ct48-051-09,0,0,0,0.12,0,0,
ct48-057-09,0,0,0.02,0.2,0,0,
ct48-059-09,0,0,0,0.05,1,0,
ct48-060-09,0,0,0,0.05,0,0,
ct48-060x-09,0,0,0,0,1,0,
ct48-118b-09,0,0,0,0,0,0,
ct48-576b-09,0,0,0,0,0,0,
ct48-585b-09,0,0,0.05,0.02,0,0,
ct48-615b-09,0,0,0,0.01,0,0,
ct48-764b-09,0,0,0,0.03,0,0,
ct49-Adnams-09,0,0,0,0.07,0,0,
ct49-Amstel-09,0,0,0,0.15,0,0,
ct49-Brahma-09,0,0,-0.05,0.08,0,0,
ct49-Carling-09,0,0,0,-0.05,0,0,
ct49-Corona-09,0,0,0,0.05,0,0,
ct49-Grolsch-09,0,0,0,0,0,0,
ct49-Hansa-09,0,0,0,0.1,0,0,
ct49-Mack-09,0,0,0,0.1,0,0,
ct49-Molsen-09,0,0,0,0.1,0,0,
ct49-Sam-09,0,0,0,0.15,0,0,
ct49-Stella-09,0,0,0,0.1,0,0,
ct49-Tuborg-09,0,0,0,0.1,0,0,
ct50-BB246-09,0,0,0,0.03,0,0,
ct50-BB349-09,0,0,0.1,0.06,0,0,
ct50-RR217-09,0,0,0,0.07,0,0,
ct50-RR435-09,0,0,0,-0.05,0,0,
ct51-069-09,0,0,0,0.02,0,0,
ct51-072-09,0,0,0,0.08,0,0,
ct52-F41-09,0,0,0,0.1,0,0,
ct52-F44-09,0,0,0,0,0,0,
ct52-F47-09,0,0,0,-0.5,0,0,
ct52-F48-09,0,0,0,0,0,0,
ct52-F60-09,0,0,0,0,0,0,
ct52-F66-09,0,0,0,0,0,0,
ct52-F74-09,0,0,0,0,0,0,
ct52-F76-09,0,0,0,0,0,0,
ct52-M43-09,0,0,0,0,0,0,
ct52-M51-09,0,0,0,0.1,0,0,
ct52-M52-09,0,0,0,0,0,0,
ct52-M56-09,0,0,0,0.05,0,0,
ct52-M64-09,0,0,0,0.15,0,0,
ct52-M65-09,0,0,0,0.1,0,0,
ct52-M77-09,0,0,0,0,0,0,
ct53-583b-09,0,0,0,0.02,0,0,
ct54-496-10,0,-0.15,0.02,0.19,0,0,
ct54-498-10,0,0,0.04,0.02,0,0,
ct54-499-10,0,0,0.01,0.04,1,0,
ct54-500-10,0,0,0,0,0,0,
ct54-501-10,0,0,0.01,0.07,0,0,
ct54-502-10,0,0,0.02,0.07,0,0,
ct54-503-10,0,0.02,-0.06,0.12,0,0,
ct54-504-10,0,0,-0.05,0.1,0,0,
ct54-505-10,0,0,0.12,0.02,0,0,
ct54-r499-10,0,0,0,0,1,0,
ct54-r515a-10,0,0.03,0,0.04,0,0,
ct54-r515b-10,0,0,0,-0.05,0,0,
ct54-r674-10,0,-0.2,0.065,0.27,0,0,
ct55-11224-10,0,0,0,0,0,0,
ct55-11299-10,0,0,0,0,0,0,
ct55-11300-10,0,0,0,0.05,0,0,
ct55-11314-10,0,0,0,-0.1,0,0,
ct55-9575-10,0,0,0,0,0,0,
ct56-M665-10,0,0,0,0,0,0,
ct56-M798-10,0,0,0,0,0,1,
ct56-M838-10,0,0,0,0,1,0,
ct56-M981-10,0,0,0,0.03,0,0,
ct56-R021-10,0,0,0,0,0,1,
ct56-R746-10,0,0,0,-0.03,0,0,
ct56-R760-10,0,0,0.05,0.12,0,0,
ct56-R779-10,0,0,0.03,0.05,0,0,
ct57-L476-10,0,0,0,0,0,0,
ct57-L477-10,0,0,0,0,0,0,
ct57-L478-10,0,0,0,0,0,0,
ct57-L479-10,0,0,0,0,0,0,
ct57-L480-10,0,0,0,0,0,0,
ct57-W481-10,0,0,0,0,0,0,
ct57-W482-10,0,0,0,0,1,0,
ct57-W483-10,0,0,0,0,0,0,
ct57-W484-10,0,0,0,0,0,0,
ct58-10440-09,0,0,0,0,0,1,
ct58-10446-09,0,0,0,0,0,1,
ct58-10568-09,0,0,0,-0.09,0,0,
ct58-10971-09,0,0,0.05,0.05,0,0,
ct58-10980-09,0,0,0,0,0,0,
ct58-11061-09,0,0,0,0.2,0,0,
ct58-11225-09,0,0,0,0.25,0,0,
ct58-11315-09,0,0,0,0,0,1,
ct58-11316-09,0,0,0,0.05,0,0,
ct58-11317-09,0,0,0,0.1,0,0,
ct58-11332-09,0,0,0,0.1,0,0,
ct58-11333-09,0,0,0,0.05,0,0,
ct58-11340-09,0,0,0,0.1,0,0,
ct59-532-09,0,0,0,0,0,0,
ct59-665-09,0,0,0,0,0,0,
ct59-666-09,0,0,0,0,0,0,
ct59-667-09,0,0,0,0,0,0,
ct59-738-09,0,0,0,0,0,0,
ct6-10006-05,0,0,0,0.3,0,0,
ct6-10010-05,0,0,0,0,0,0,
ct6-10011-05,0,0,0,0,0,0,
ct6-10015-05,0,0,0,0,0,1,
ct6-10016-05,0,0,0,0.06,0,0,
ct6-10017-05,0,0,0,0,0,1,
ct6-10018-05,0,0,0,-0.3,0,0,
ct6-10020-05,0,0,0,0,0,0,
ct6-10021-05,0,0,0,0,0,0,
ct6-9920-05,0,0,0,0.6,0,0,
ct6-9923-05,0,0,0,0,1,0,
ct61-01-09,0,0,0,0,1,0,
ct61-01r-09,0,0,0,0,0,0,
ct61-02-09,0,0,0,0,0,0,
ct61-03-09,0,0,0,0,0,0,
ct61-04-09,0,0,0,0,0,0,
ct61-06-09,0,0,0,0,0,0,
ct61-07-09,0,0,0,0,0,0,
ct61-08-09,0,0,0,0,0,1,
ct61-09-09,0,0,0,0,0,0,
ct61-10-09,0,0,0,0,0,0,
ct62-01-10,0.0098,0.0069,-0.023,0,0,0,
ct62-02-10,-0.012,0.0078,0.02,0,0,0,
ct63-083-10,0,0.08,0,0.1,0,0,
ct63-426-10,0,0,0,0,1,0,
ct63-426rec-10,0,-0.01,0,0.02,0,0,
ct63-427-10,0,0,0,0,1,0,
ct63-427rec-10,0,-0.06,0,0,0,0,
ct63-428-10,0,0,0,0,1,0,
ct63-428rec-10,0,-0.01,0,0.36,0,0,
ct63-430-10,0,-0.03,0,0.3,0,0,
ct63-431-10,0,0,0,0,1,0,
ct63-431rec-10,0,-0.2,0,0.54,0,0,
ct63-433-10,0,0,0,0.42,0,0,
ct63-434-10,0,0,0,0,0,0,
ct63-435-10,0,0,0,0,1,0,
ct63-435rec-10,0,-0.12,0,0.17,0,0,
ct63-444-10,0,-0.01,0,-0.8,0,0,
ct63-445-10,0,-0.03,0,1.01,0,0,
ct63-446-10,0,-0.16,0,0.39,0,0,
ct63-447-10,0,-0.01,0,0,0,0,
ct63-448-10,0,-0.19,0,0.09,0,0,
ct63-458-10,0,-0.09,0,0.09,0,0,
ct63-G312-10,0,0,0,0,0,0,
ct63-G381-10,0,0,0,0,0,0,
ct63-rf082-10,0,0,0,0.21,0,0,
ct63-rf111-10,0,-0.11,0,0,0,0,
ct63-rf577-10,0,0.01,0,0.03,0,0,
ct63-rf794-10,0,0,0,0,0,0,
ct63-rf795-10,0,-0.01,0,0.02,0,0,
ct64-M001-09,0,0,0,0.05,0,0,
ct64-M036-09,0,0,0,0.15,0,0,
ct64-M037-09,0,0,0,0.15,0,0,
ct64-M040-09,0,0,0,0.15,0,0,
ct64-M043-09,0,0,0.03,-0.05,0,0,
ct64-M044-09,0,0,0,0,0,1,
ct64-M052-09,0,0,0,-0.04,0,0,
ct64-M053-09,0,0,0,0.05,0,0,
ct64-M059-09,0,0,0,-0.13,0,0,
ct64-M061-09,0,0,0,-0.05,0,0,
ct64-M721-09,0,0,-0.05,0.08,0,0,
ct64-M746-09,0,0,-0.05,0.03,0,0,
ct64-M752-09,0,0,-0.05,0.1,0,0,
ct64-M979-09,0,0,0.03,0.18,0,0,
ct64-M994-09,0,0,0.03,0.05,0,0,
ct65-11079-10,0,0,0,0.1,0,0,
ct65-11342-10,0,0,0,0.04,0,0,
ct65-11343-10,0,0,0,0,1,0,
ct65-11343r-10,0,0,0,0,0,1,
ct67-10054-10,0,0,0,0,1,0,
ct67-10110-10,0,0,0,0,0,0,
ct67-10116-10,0,0,0,0,0,0,
ct67-11072-10,0,0,0,0.1,0,0,
ct68-WW005-10,0,0,0,-0.28,0,0,
ct68-YY189-10,0,0,0,0.02,0,0,
ct69-F42-10,0,0,0,0,0,0,
ct69-F44-Lisa-10,0,0,0,0,0,0,
ct69-F50-10,0,0,0,0,0,0,
ct69-F53-10,0,0,0,0,0,0,
ct69-F58a-10,0,0,0,0,0,0,
ct69-F58b-10,0,0,0,0,0,0,
ct69-F59-10,0,0,0,0,0,0,
ct69-M41-10,0,0,0,0,0,0,
ct69-M45-10,0,0,0,0,0,0,
ct69-M48-10,0,0,0,0,0,0,
ct69-M53a-10,0,0,0,0,0,0,
ct69-M53b-10,0,0,0,0,0,0,
ct69-M57-10,0,0,0,0,0,0,
ct69-M64-Benny-10,0,0,0,0,0,0,
ct69-M65-10,0,0,0,0,0,0,
ct7-10026-05,0,0,0,0,0,0,
ct7-10028-05,0,0,0,0,0,0,
ct7-10029-05,0,0,0,0.03,0,0,
ct7-10032-05,0,0,0,0,0,0,
ct7-10035-05,0,0,0,0,0,0,
ct7-10037-05,0,0,0,0.1,0,0,
ct7-10039-05,0,0,0,0,0,0,
ct70-356-11,0,0.04,0,-0.02,0,0,
ct70-486-11,0,0,0,0.1,0,0,
ct70-488-11,0,0,0,0.02,0,0,
ct70-490-11,0,0,0,0,0,0,
ct70-491-11,0,0,0,0,0,0,
ct70-499-11,0,0,0,0.05,0,0,
ct70-500-11,0,-0.05,0,0.15,0,0,
ct70-501-11,0,0,0,0.1,0,0,
ct70-502-11,0,0.05,0,0.15,0,0,
ct70-503-11,0,0,0,0.1,0,0,
ct70-526-11,0,-0.15,0,0.25,0,0,
ct70-633-11,0,0,0,0.05,0,0,
ct70-634-11,0,0,0,0.1,0,0,
ct70-637-11,0,0,0,0.05,0,0,
ct70-638-11,0,0,0,0.15,0,0,
ct70-640-11,0,0,0,0.1,0,0,
ct70-642-11,0,0,0,0.1,0,0,
ct70-643-11,0,0,0,0.03,0,0,
ct70-650-11,0,0,0,0.08,0,0,
ct71-01-10,0,0,0,0,0,0,
ct71-02-10,0,0,0,0,0,0,
ct71-03-11,0,0,0,0,0,0,
ct71-04-11,0,0,0,0,0,0,
ct73-846-11,0,0,0,-0.02,0,0,
ct73-GG335-11,0,0,0,0.13,0,0,
ct73-OO052-11,0,0,0,0.07,0,0,
ct73-RR217-11,0,0,0,-0.11,0,0,
ct73-WW061-11,0,0,0,-0.05,0,0,
ct73-YY039-11,0,0,0,0.12,0,0,
ct74-698-11,0,0,0,0,1,0,
ct74-698r-11,0,0,0,0.28,0,0,
ct74-702-11,0,0,0,0.66,0,0,
ct74-707-11,0,0,0,0,0,0,
ct74-709-11,0,0,0,0.72,0,0,
ct74-710-11,0,0,0,0.12,0,0,
ct74-711-11,0,0,0,0,0,0,
ct74-712-11,0,0,0,0.42,0,0,
ct74-720-11,0,0,0,-0.02,0,0,
ct74-721-11,0,0,0,-0.56,0,0,
ct74-722-11,0,0,0,0.18,0,0,
ct74-723-11,0,0,0,0.15,0,0,
ct74-724-11,0,0,0,0,1,0,
ct74-724r-11,0,0,0,-0.55,0,0,
ct74-757-11,0,0,0,0.56,0,0,
ct74-794-11,0,0,0,-0.78,0,0,
ct74-795-11,0,0,0,0,1,0,
ct74-795r-11,0,0,0,-0.55,0,0,
ct74-796-11,0,0,0,-0.01,0,0,
ct74-rb426-11,0,0,0,0.53,0,0,
ct74-rb431-11,0,0,0,0,0,0,
ct74-rb435-11,0,0,0,0.61,0,0,
ct75-020-11,0,0,0,0.1,0,0,
ct75-030-11,0,0,0,0.1,0,0,
ct75-048-11,0,0,0,0,1,0,
ct75-056-11,0,0,0,0,1,0,
ct75-838-11,0,0,0,0.15,0,0,
ct75-839-11,0,0,0,-0.1,0,0,
ct75-Cy32-11,0,0,0,0.07,0,0,
ct76-073-11,0,0,0,0,0,0,
ct76-364-11,0,0,0,0,1,0,
ct76-364r-11,0,0,0,0,0,0,
ct76-402-11,0,0,0,0,0,0,
ct76-825-11,0,0,0,0,0,0,
ct77-167-12,0,0.07,0,0.08,0,0,
ct77-169-12,0,0,0,0,1,0,
ct77-170-12,0,0,0,0.14,0,0,
ct77-171-12,0,0.01,0,0.07,0,0,
ct77-173-12,0,0,0,0,1,0,
ct77-177-12,0,-0.05,-0.1,0.32,0,0,
ct77-178-12,0,0,0,0.11,0,0,
ct77-179-12,0,0,-0.08,0.01,0,0,
ct77-180-12,0,0.05,-0.16,0.05,0,0,
ct77-181-12,0,0.01,-0.1,0.06,0,0,
ct77-182-12,0,-0.01,0,0.02,0,0,
ct77-183-12,0,0,0,0,1,0,
ct77-184-12,0,-0.01,-0.17,0.24,0,0,
ct77-185-12,0,0.12,0,0.04,0,0,
ct77-469-12,0,-0.03,0.05,-0.04,0,0,
ct77-473-12,0,0.02,0,0.04,0,0,
ct77-485-12,0,0,-0.05,0.05,0,0,
ct77-492-12,0,0.04,0,0.02,0,0,
ct77-652-12,0,0,-0.05,0.07,0,0,
ct77-701-12,0,0,0.05,0.08,0,0,
ct77-823-12,0,0.01,0.1,0.04,0,0,
ct77-824-12,0,-0.01,0.1,0.04,0,0,
ct77-854-12,0,0,0,0.07,0,0,
ct77-891-12,0,0,0,0.07,0,0,
ct77-919-12,0,0,0,0.09,0,0,
ct78-450-12,0,-0.01,0.02,0.06,0,0,
ct78-459-12,0,0.3,-0.19,0.04,0,0,
ct78-460-12,0,0.02,0.01,-0.05,0,1,
ct78-461-12,0,-0.24,-0.08,0.28,0,0,
ct78-465-12,0,-0.15,0.01,0.23,0,0,
ct78-471-12,0,0,0,0,1,0,
ct78-472-12,0,-0.03,0,0.07,0,0,
ct78-497-12,0,0.04,0,0.03,0,0,
ct78-498-12,0,0.1,-0.24,0.12,0,0,
ct78-523-12,0,0.01,0,0.13,0,0,
ct78-700-12,0,-0.01,0.11,0.1,0,0,
ct78-706-12,0,0.01,0.01,0.07,0,0,
ct78-758-12,0,0,0,0.06,0,1,
ct78-820-12,0,-0.01,0.02,0.1,0,1,
ct78-821-12,0,-0.01,0.11,0.01,0,0,
ct78-826-12,0,-0.02,0,0.05,0,0,
ct78-828-12,0,0.01,0,0.11,0,0,
ct78-829-12,0,-0.02,0,-0.02,0,0,
ct78-851-12,0,-0.02,-0.01,0.16,0,0,
ct78-852-12,0,-0.02,0.06,0.06,0,0,
ct78-875-12,0,0.01,0,0.03,0,0,
ct78-878-12,0,0,0,0,1,0,
ct78-879-12,0,0,0,0,1,0,
ct78-892-12,0,0,0,0.09,0,0,
ct78d-760-11,0,-0.01,0,0.05,0,0,
ct78d-D351-11,0,-0.01,0,0.07,0,0,
ct78d-D358-11,0,-0.05,0.06,0.12,0,0,
ct78d-D361-11,0,0,-0.01,0.08,0,0,
ct78d-D362-11,0,0,0.11,0.02,0,0,
ct78d-D398-11,0,0.03,0.01,0.05,0,0,
ct78d-D400-11,0,-0.07,0.05,0.15,0,0,
ct78d-D408-11,0,0,0,0.03,0,1,
ct78d-D484-11,0,-0.36,0,0.47,0,0,
ct78d-D487-11,0,0.03,-0.1,0.1,0,0,
ct78d-D489-11,0,0.06,0,0,0,0,
ct78d-D496-11,0,0,0.02,0.08,0,0,
ct78d-D677-11,0,-0.18,0.04,0.25,0,0,
ct78d-D703-11,0,-0.02,0.02,0.13,0,0,
ct78d-D704-11,0,-0.02,-0.04,0.04,0,0,
ct78d-D761-11,0,-0.02,0.02,0.11,0,0,
ct78d-D822-11,0,0.05,0.03,0.58,0,0,
ct78d-D827-11,0,-0.02,0.01,0.06,0,0,
ct78d-D850-11,0,-0.01,-0.05,0.09,0,0,
ct78d-D876-11,0,0.03,0.09,0.12,0,0,
ct78d-D877-11,0,0.02,0.1,0.02,0,0,
ct79-238-12,0,0,0,0.1,0,0,
ct79-242-12,0,0,0,0.1,0,0,
ct79-249-12,0,0,0,0,1,0,
ct79-259-12,0,0,0,0,0,0,
ct8-26626-05,0,0,0.15,0.5,0,0,
ct8-2849-05,0,0,0,0.2,0,0,
ct8-28494-05,0,0,0.1,1.3,0,0,
ct8-Aspasia-05,0,0,0.1,0.25,0,0,
ct8-Bernt-05,0,0,0.25,0.45,0,0,
ct8-Busen-05,0,0,0.05,0.35,0,0,
ct8-Carlita-05,0,0,-0.05,0.25,0,0,
ct8-Hercules-05,0,0,0,0.4,0,0,
ct8-Jason-05,0,0,0,0,1,0,
ct8-Rosita-05,0,0,0,0,0,1,
ct8-Rudolph-05,0,0,0.05,0.25,0,0,
ct8-Soern-05,0,0,0,0,0,1,
ct8-Undine-05,0,0,0.1,0.2,0,0,
ct80-01_Rib-11,0,0,0,0,0,0,
ct80-03_Spot-11,0,0,0,0,0,0,
ct80-04_Spot-11,0,0,0,0,0,0,
ct80-05_Lion-12,0,0,0,0,0,0,
ct80-06_Lion-11,0,0,0,0,0,0,
ct80-08_Fur-11,0,0,0,0,0,0,
ct80-09_Fur-11,0,0,0,0,0,0,
ct80-10_Fur-11,0,0,0,0,0,0,
ct81-F310Olga-11,0,0,0,0,0,0,
ct81-F336Isabella-11,0,0,0,0,0,0,
ct81-F340Joy-11,0,0,0,0,0,0,
ct81-F385Rusty-11,0,0,0,0,0,0,
ct81-M250Ferdinan-11,0,0,0,0,0,0,
ct82-263-11,0,0,-0.05,-0.1,0,0,
ct82-924-11,0,0,0,0,1,0,
ct83-859-13,0,0,0,0.1,0,0,
ct84-254-12,0,0,-0.064,0,0,0,
ct84-533-12,0,-0.03,-0.013,0,0,0,
ct84-744-12,0,-0.01,0.02,0.08,0,0,
ct85-237-12,0,0,0,0,0,0,
ct85-245-12,0,0,0,0,0,0,
ct85-246-12,0,0,0,0,0,0,
ct85-250-12,0,0,0,0.1,0,0,
ct85-252-12,0,0,0,0.05,0,0,
ct85-254-12,0,0,0,0,0,0,
ct85-257-12,0,0,0,0,0,0,
ct85-44-13,0,0.05,0,-0.05,0,0,
ct86-172-12,0,0,0,0,0,0,
ct86-186-12,0,0,0,0,0,0,
ct86-187-12,0,0,0,0,0,0,
ct86-189-12,0,0,0,0,1,0,
ct86-239-12,0,0,0,0,0,0,
ct86-364_2-11,0,0,0,0,0,0,
ct86-402_2-11,0,0,0,0,0,0,
ct87-188-12,0,0,0,0,0,0,
ct87-190-12,0,0,0,0,0,0,
ct87-923-12,0,0,0,0.05,0,0,
ct88-225-12,0,0,0,-0.4,0,0,
ct88-226-12,0,0,0,0.25,0,0,
ct88-227-12,0,0,0,0.3,0,0,
ct88-228-12,0,0,0,0.4,0,0,
